ICD9|ICD10|Description
564.1|K58.9|Irritable bowel syndrome without diarrhea
564.2|K91.1|Postgastric surgery syndromes
564.3|K91.0|Vomiting following gastrointestinal surgery
564.4|K91.89|Other postprocedural complications and disorders of digestive system
564.5|K59.1|Functional diarrhea
564.6|K59.4|Anal spasm
564.7|K59.3|Megacolon, not elsewhere classified
564.81|K59.2|Neurogenic bowel, not elsewhere classified
564.89|K59.8|Other specified functional intestinal disorders
564.9|K59.9|Functional intestinal disorder, unspecified
565.0|K60.2|Anal fissure, unspecified
565.1|K60.3|Anal fistula
565.1|K60.4|Diagnostico no disponible
565.1|K60.5|Diagnostico no disponible
566|K61.0|Diagnostico no disponible
566|K61.1|Diagnostico no disponible
566|K61.3|Ischiorectal abscess
567.0|K67|Disorders of peritoneum in infectious diseases classified elsewhere
567.1|K65.8|Other peritonitis
567.21|K65.0|Generalized (acute) peritonitis
567.22|K65.1|Peritoneal abscess
567.23|K65.2|Spontaneous bacterial peritonitis
567.29|K65.0|Generalized (acute) peritonitis
567.31|K68.12|Psoas muscle abscess
567.38|K68.19|Other retroperitoneal abscess
567.39|K68.9|Other disorders of retroperitoneum
567.81|K65.3|Choleperitonitis
567.82|K65.4|Sclerosing mesenteritis
567.89|K65.8|Other peritonitis
567.9|K65.9|Peritonitis, unspecified
568.0|K66.0|Peritoneal adhesions (postprocedural) (postinfection)
568.81|K66.1|Hemoperitoneum
568.82|R18.8|Other ascites
568.89|K66.8|Other specified disorders of peritoneum
568.89|K68.9|Diagnostico no disponible
568.9|K66.9|Disorder of peritoneum, unspecified
569.0|K62.0|Anal polyp
569.0|K62.1|Diagnostico no disponible
569.1|K62.2|Diagnostico no disponible
569.1|K62.3|Rectal prolapse
569.2|K62.4|Stenosis of anus and rectum
569.3|K62.5|Hemorrhage of anus and rectum
569.41|K62.6|Ulcer of anus and rectum
569.42|K62.89|Other specified diseases of anus and rectum
569.43|K62.81|Anal sphincter tear (healed) (nontraumatic) (old)
569.44|K62.82|Dysplasia of anus
569.49|K62.89|Other specified diseases of anus and rectum
569.5|K63.0|Abscess of intestine
569.60|K94.00|Colostomy complication, unspecified
569.60|K94.10|Diagnostico no disponible
569.61|K94.02|Colostomy infection
569.61|K94.12|Diagnostico no disponible
569.62|K94.03|Colostomy malfunction
569.62|K94.13|Diagnostico no disponible
569.69|K94.09|Other complications of colostomy
569.69|K94.19|Diagnostico no disponible
569.71|K91.850|Pouchitis
569.79|K91.858|Other complications of intestinal pouch
569.81|K63.2|Fistula of intestine
569.82|K63.3|Ulcer of intestine
569.83|K63.1|Perforation of intestine (nontraumatic)
569.84|K55.20|Angiodysplasia of colon without hemorrhage
569.85|K55.21|Angiodysplasia of colon with hemorrhage
569.86|K63.81|Dieulafoy lesion of intestine
569.87|R11.13|Vomiting of fecal matter
569.89|K63.4|Diagnostico no disponible
569.89|K63.89|Other specified diseases of intestine
569.9|K63.9|Disease of intestine, unspecified
570|K72.00|Acute and subacute hepatic failure without coma
570|K76.2|Diagnostico no disponible
571.0|K70.0|Alcoholic fatty liver
571.1|K70.10|Alcoholic hepatitis without ascites
571.2|K70.30|Alcoholic cirrhosis of liver without ascites
571.3|K70.9|Alcoholic liver disease, unspecified
571.40|K73.9|Chronic hepatitis, unspecified
571.41|K73.0|Chronic persistent hepatitis, not elsewhere classified
571.42|K75.4|Autoimmune hepatitis
571.49|K73.2|Diagnostico no disponible
571.49|K73.8|Other chronic hepatitis, not elsewhere classified
571.5|K74.0|Hepatic fibrosis
571.5|K74.60|Diagnostico no disponible
571.5|K74.69|Diagnostico no disponible
571.6|K74.3|Primary biliary cirrhosis
571.6|K74.4|Diagnostico no disponible
571.6|K74.5|Diagnostico no disponible
571.8|K76.0|Diagnostico no disponible
571.8|K76.89|Other specified diseases of liver
571.9|K74.1|Diagnostico no disponible
571.9|K76.9|Liver disease, unspecified
572.0|K75.0|Abscess of liver
572.1|K75.1|Phlebitis of portal vein
572.2|K72.90|Diagnostico no disponible
572.2|K72.91|Hepatic failure, unspecified with coma
572.3|K76.6|Portal hypertension
572.4|K76.7|Hepatorenal syndrome
572.8|K72.10|Diagnostico no disponible
572.8|K72.90|Hepatic failure, unspecified without coma
573.0|K76.1|Chronic passive congestion of liver
573.1|K77|Liver disorders in diseases classified elsewhere
573.2|K77|Liver disorders in diseases classified elsewhere
573.3|K71.6|Diagnostico no disponible
573.3|K75.9|Inflammatory liver disease, unspecified
573.4|K76.3|Infarction of liver
573.5|K76.81|Hepatopulmonary syndrome
573.8|K76.1|Diagnostico no disponible
573.8|K76.89|Other specified diseases of liver
573.9|K76.9|Liver disease, unspecified
574.00|K80.00|Calculus of gallbladder with acute cholecystitis without obstruction
574.01|K80.01|Calculus of gallbladder with acute cholecystitis with obstruction
574.10|K80.18|Calculus of gallbladder with other cholecystitis without obstruction
574.11|K80.19|Calculus of gallbladder with other cholecystitis with obstruction
574.20|K80.20|Calculus of gallbladder without cholecystitis without obstruction
574.21|K80.21|Calculus of gallbladder without cholecystitis with obstruction
574.30|K80.42|Calculus of bile duct with acute cholecystitis without obstruction
574.31|K80.43|Calculus of bile duct with acute cholecystitis with obstruction
574.40|K80.44|Calculus of bile duct with chronic cholecystitis without obstruction
574.41|K80.45|Calculus of bile duct with chronic cholecystitis with obstruction
574.50|K80.50|Calculus of bile duct without cholangitis or cholecystitis without obstruction
574.51|K80.51|Calculus of bile duct without cholangitis or cholecystitis with obstruction
574.60|K80.62|Calculus of gallbladder and bile duct with acute cholecystitis without obstruction
574.61|K80.63|Calculus of gallbladder and bile duct with acute cholecystitis with obstruction
574.70|K80.64|Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction
574.71|K80.65|Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction
574.80|K80.66|Calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction
574.81|K80.67|Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction
574.90|K80.70|Calculus of gallbladder and bile duct without cholecystitis without obstruction
574.91|K80.71|Calculus of gallbladder and bile duct without cholecystitis with obstruction
575.0|K81.0|Acute cholecystitis
575.10|K81.9|Cholecystitis, unspecified
575.11|K81.1|Chronic cholecystitis
575.12|K81.2|Acute cholecystitis with chronic cholecystitis
575.2|K82.0|Obstruction of gallbladder
575.3|K82.1|Hydrops of gallbladder
575.4|K82.2|Perforation of gallbladder
575.5|K82.3|Fistula of gallbladder
575.6|K82.4|Cholesterolosis of gallbladder
575.8|K82.8|Other specified diseases of gallbladder
575.9|K82.9|Disease of gallbladder, unspecified
576.0|K91.5|Postcholecystectomy syndrome
576.1|K83.0|Cholangitis
576.2|K83.1|Obstruction of bile duct
576.3|K83.2|Perforation of bile duct
576.4|K83.3|Fistula of bile duct
576.5|K83.4|Spasm of sphincter of Oddi
576.8|K83.5|Biliary cyst
576.8|K83.8|Diagnostico no disponible
576.9|K83.9|Disease of biliary tract, unspecified
577.0|K85.9|Acute pancreatitis, unspecified
577.1|K86.1|Other chronic pancreatitis
577.2|K86.2|Cyst of pancreas
577.2|K86.3|Diagnostico no disponible
577.8|K86.1|Diagnostico no disponible
577.8|K86.8|Other specified diseases of pancreas
577.9|K86.9|Disease of pancreas, unspecified
578.0|K92.0|Hematemesis
578.1|K92.1|Melena
578.9|K92.2|Gastrointestinal hemorrhage, unspecified
579.0|K90.0|Celiac disease
579.1|K90.1|Tropical sprue
579.2|K90.2|Blind loop syndrome, not elsewhere classified
579.3|K91.2|Postsurgical malabsorption, not elsewhere classified
579.4|K90.3|Pancreatic steatorrhea
579.8|K90.4|Diagnostico no disponible
579.8|K90.89|Other intestinal malabsorption
579.9|K90.9|Intestinal malabsorption, unspecified
580.0|N00.3|Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
580.4|N01.3|Rapidly progressive nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
580.81|N08|Glomerular disorders in diseases classified elsewhere
580.89|N00.8|Acute nephritic syndrome with other morphologic changes
580.9|N00.9|Acute nephritic syndrome with unspecified morphologic changes
581.0|N04.4|Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis
581.1|N02.2|Recurrent and persistent hematuria with diffuse membranous glomerulonephritis
581.2|N04.3|Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis
581.3|N04.0|Nephrotic syndrome with minor glomerular abnormality
581.81|N08|Glomerular disorders in diseases classified elsewhere
581.89|N04.8|Nephrotic syndrome with other morphologic changes
581.9|N04.9|Nephrotic syndrome with unspecified morphologic changes
582.0|N03.2|Chronic nephritic syndrome with diffuse membranous glomerulonephritis
582.1|N03.3|Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
582.2|N03.5|Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
582.4|N03.8|Chronic nephritic syndrome with other morphologic changes
582.81|N08|Glomerular disorders in diseases classified elsewhere
582.89|N03.8|Chronic nephritic syndrome with other morphologic changes
582.9|N03.9|Chronic nephritic syndrome with unspecified morphologic changes
583.0|N05.9|Unspecified nephritic syndrome with unspecified morphologic changes
583.1|N05.2|Unspecified nephritic syndrome with diffuse membranous glomerulonephritis
583.2|N05.5|Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
583.4|N05.9|Unspecified nephritic syndrome with unspecified morphologic changes
583.6|N17.1|Acute kidney failure with acute cortical necrosis
583.7|N17.2|Acute kidney failure with medullary necrosis
583.81|N08|Glomerular disorders in diseases classified elsewhere
583.89|N05.8|Unspecified nephritic syndrome with other morphologic changes
583.9|N05.9|Unspecified nephritic syndrome with unspecified morphologic changes
584.5|N17.0|Acute kidney failure with tubular necrosis
584.6|N17.1|Acute kidney failure with acute cortical necrosis
584.7|N17.2|Acute kidney failure with medullary necrosis
584.8|N17.8|Other acute kidney failure
584.9|N17.9|Acute kidney failure, unspecified
585.1|N18.1|Chronic kidney disease, stage 1
585.2|N18.2|Chronic kidney disease, stage 2 (mild)
585.3|N18.3|Chronic kidney disease, stage 3 (moderate)
585.4|N18.4|Chronic kidney disease, stage 4 (severe)
585.5|N18.5|Chronic kidney disease, stage 5
585.6|N18.6|End stage renal disease
585.9|N18.9|Chronic kidney disease, unspecified
586|N19|Unspecified kidney failure
587|N26.9|Renal sclerosis, unspecified
588.0|N25.0|Renal osteodystrophy
588.1|N25.1|Nephrogenic diabetes insipidus
588.81|N25.81|Secondary hyperparathyroidism of renal origin
588.89|N25.89|Other disorders resulting from impaired renal tubular function
588.9|N25.9|Disorder resulting from impaired renal tubular function, unspecified
589.0|N27.0|Small kidney, unilateral
589.1|N27.1|Small kidney, bilateral
589.9|N27.9|Small kidney, unspecified
590.00|N11.0|Nonobstructive reflux-associated chronic pyelonephritis
590.01|N11.0|Diagnostico no disponible
590.01|N11.8|Other chronic tubulo-interstitial nephritis
590.10|N10|Acute tubulo-interstitial nephritis
590.11|N10|Acute tubulo-interstitial nephritis
590.2|N15.1|Renal and perinephric abscess
590.3|N28.84|Pyelitis cystica
590.3|N28.85|Diagnostico no disponible
590.3|N28.86|Diagnostico no disponible
590.80|N12|Tubulo-interstitial nephritis, not specified as acute or chronic
590.81|N16|Renal tubulo-interstitial disorders in diseases classified elsewhere
590.9|N15.9|Renal tubulo-interstitial disease, unspecified
591|N13.30|Unspecified hydronephrosis
592.0|N20.0|Calculus of kidney
592.1|N20.1|Calculus of ureter
592.9|N20.9|Urinary calculus, unspecified
593.0|N28.83|Nephroptosis
593.1|N28.81|Hypertrophy of kidney
593.2|N28.1|Cyst of kidney, acquired
593.3|N13.5|Crossing vessel and stricture of ureter without hydronephrosis
593.4|N13.8|Other obstructive and reflux uropathy
593.5|N13.4|Hydroureter
593.6|R80.2|Orthostatic proteinuria, unspecified
593.70|N13.70|Vesicoureteral-reflux, unspecified
593.70|N13.71|Diagnostico no disponible
593.71|N13.721|Vesicoureteral-reflux with reflux nephropathy without hydroureter, unilateral
593.72|N13.722|Vesicoureteral-reflux with reflux nephropathy without hydroureter, bilateral
593.73|N13.729|Vesicoureteral-reflux with reflux nephropathy without hydroureter, unspecified
593.81|N28.0|Ischemia and infarction of kidney
593.82|N28.89|Other specified disorders of kidney and ureter
593.89|N28.82|Diagnostico no disponible
593.89|N28.89|Other specified disorders of kidney and ureter
593.9|N28.9|Disorder of kidney and ureter, unspecified
594.0|N21.0|Calculus in bladder
594.1|N21.0|Calculus in bladder
594.2|N21.1|Calculus in urethra
594.8|N21.8|Other lower urinary tract calculus
594.9|N21.9|Calculus of lower urinary tract, unspecified
595.0|N30.00|Acute cystitis without hematuria
595.0|N30.01|Diagnostico no disponible
595.1|N30.10|Interstitial cystitis (chronic) without hematuria
595.1|N30.11|Diagnostico no disponible
595.2|N30.20|Other chronic cystitis without hematuria
595.2|N30.21|Diagnostico no disponible
595.3|N30.30|Trigonitis without hematuria
595.3|N30.31|Diagnostico no disponible
595.4|N30.80|Diagnostico no disponible
595.4|N30.81|Other cystitis with hematuria
595.81|N30.80|Diagnostico no disponible
595.81|N30.81|Other cystitis with hematuria
595.82|N30.40|Irradiation cystitis without hematuria
595.82|N30.41|Diagnostico no disponible
595.89|N30.80|Other cystitis without hematuria
595.89|N30.81|Diagnostico no disponible
595.9|N30.90|Cystitis, unspecified without hematuria
595.9|N30.91|Diagnostico no disponible
596.0|N32.0|Bladder-neck obstruction
596.1|N32.1|Vesicointestinal fistula
596.2|N32.2|Vesical fistula, not elsewhere classified
596.3|N32.3|Diverticulum of bladder
596.4|N31.2|Flaccid neuropathic bladder, not elsewhere classified
596.51|N32.81|Overactive bladder
596.52|N31.8|Other neuromuscular dysfunction of bladder
596.53|N31.2|Flaccid neuropathic bladder, not elsewhere classified
596.54|N31.9|Neuromuscular dysfunction of bladder, unspecified
596.55|N36.44|Muscular disorders of urethra
596.59|N31.9|Neuromuscular dysfunction of bladder, unspecified
596.6|N32.89|Other specified disorders of bladder
596.7|N32.89|Other specified disorders of bladder
596.81|N99.511|Cystostomy infection
596.82|N99.512|Cystostomy malfunction
596.83|N99.510|Diagnostico no disponible
596.83|N99.518|Other cystostomy complication
596.89|N32.89|Other specified disorders of bladder
596.9|N32.9|Bladder disorder, unspecified
597.0|N34.0|Urethral abscess
597.80|N34.1|Nonspecific urethritis
597.80|N34.2|Diagnostico no disponible
597.81|N34.3|Urethral syndrome, unspecified
597.89|N34.2|Other urethritis
598.00|N35.111|Postinfective urethral stricture, not elsewhere classified, male, meatal
598.01|N37|Urethral disorders in diseases classified elsewhere
598.1|N35.014|Post-traumatic urethral stricture, male, unspecified
598.1|N35.028|Diagnostico no disponible
598.2|N99.110|Postprocedural urethral stricture, male, meatal
598.8|N35.8|Other urethral stricture
598.9|N35.9|Urethral stricture, unspecified
599.0|N39.0|Urinary tract infection, site not specified
