ICD9|ICD10|Description
V54.15|S72.334D|Fractura oblicua sin desplazamiento de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.335D|Fractura oblicua sin desplazamiento de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.336D|Fractura oblicua sin desplazamiento de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.341D|Fractura espiroidea desplazada de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.342D|Fractura espiroidea desplazada de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.343D|Fractura espiroidea desplazada de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.344D|Fractura espiroidea sin desplazamiento de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.345D|Fractura espiroidea sin desplazamiento de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.346D|Fractura espiroidea sin desplazamiento de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.351D|Fractura conminuta desplazada de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.352D|Fractura conminuta desplazada de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.353D|Fractura conminuta desplazada de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.354D|Fractura conminuta sin desplazamiento de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.355D|Fractura conminuta sin desplazamiento de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.356D|Fractura conminuta sin desplazamiento de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.361D|Fractura segmentaria desplazada de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.362D|Fractura segmentaria desplazada de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.363D|Fractura segmentaria desplazada de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.364D|Fractura segmentaria sin desplazamiento de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.365D|Fractura segmentaria sin desplazamiento de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.366D|Fractura segmentaria sin desplazamiento de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.391D|Otra fractura de diáfisis de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.392D|Otra fractura de diáfisis de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.399D|Otra fractura de diáfisis de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.401D|Fractura no especificada de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.402D|Fractura no especificada de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.409D|Fractura no especificada de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.409E|Fractura no especificada de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.411D|Fractura no especificada desplazada de cóndilo de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.412D|Fractura no especificada desplazada de cóndilo de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.413D|Fractura no especificada desplazada de cóndilo de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.413E|Fractura no especificada desplazada de cóndilo de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.414D|Fractura no especificada sin desplazamiento de cóndilo de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.415D|Fractura no especificada sin desplazamiento de cóndilo de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.416D|Fractura no especificada sin desplazamiento de cóndilo de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.416E|Fractura no especificada sin desplazamiento de cóndilo de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.421D|Fractura desplazada de cóndilo lateral de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.422D|Fractura desplazada de cóndilo lateral de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.423D|Fractura desplazada de cóndilo lateral de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.424D|Fractura sin desplazamiento de cóndilo lateral de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.425D|Fractura sin desplazamiento de cóndilo lateral de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.426D|Fractura sin desplazamiento de cóndilo lateral de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.431D|Fractura desplazada de cóndilo medial de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.432D|Fractura desplazada de cóndilo medial de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.433D|Fractura desplazada de cóndilo medial de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.434D|Fractura sin desplazamiento de cóndilo medial de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.435D|Fractura sin desplazamiento de cóndilo medial de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.436D|Fractura sin desplazamiento de cóndilo medial de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.441D|Fractura desplazada de epífisis inferior (separación) de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.442D|Fractura desplazada de epífisis inferior (separación) de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.443D|Fractura desplazada de epífisis inferior (separación) de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.443E|Fractura desplazada de epífisis inferior (separación) de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.444D|Fractura sin desplazamiento de epífisis inferior (separación) de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.445D|Fractura sin desplazamiento de epífisis inferior (separación) de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.446D|Fractura sin desplazamiento de epífisis inferior (separación) de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.446E|Fractura sin desplazamiento de epífisis inferior (separación) de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.451D|Fractura supracondílea desplazada sin extensión intracondílea de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.452D|Fractura supracondílea desplazada sin extensión intracondílea de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.453D|Fractura supracondílea desplazada sin extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.453E|Fractura supracondílea desplazada sin extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.454D|Fractura supracondílea sin desplazamiento sin extensión intracondílea de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.455D|Fractura supracondílea sin desplazamiento sin extensión intracondílea de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.456D|Fractura supracondílea sin desplazamiento sin extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.456E|Fractura supracondílea sin desplazamiento sin extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.461D|Fractura supracondílea desplazada con extensión intracondílea de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.462D|Fractura supracondílea desplazada con extensión intracondílea de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.463D|Fractura supracondílea desplazada con extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.463E|Fractura supracondílea desplazada con extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.464D|Fractura supracondílea sin desplazamiento con extensión intracondílea de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.465D|Fractura supracondílea sin desplazamiento con extensión intracondílea de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.466D|Fractura supracondílea sin desplazamiento con extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.466E|Fractura supracondílea sin desplazamiento con extensión intracondílea de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.471D|Fractura en rodete de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.472D|Fractura en rodete de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.479D|Fractura en rodete de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.491D|Otra fractura de extremo inferior de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.492D|Otra fractura de extremo inferior de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.499D|Otra fractura de extremo inferior de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.499E|Otra fractura de extremo inferior de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias 
V54.15|S72.8X1D|Otra fractura de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.8X2D|Otra fractura de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.8X9D|Otra fractura de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
V54.15|S72.90XD|Fractura no especificada de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias
