source|target
Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada|Otros tipos de esquizofrenia
Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada|Trastornos delirantes
Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada|Trastorno psicótico breve
Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada|Trastornos esquizoafectivos
Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada|Esquizofrenia
Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada|Otros tipos de esquizofrenia
Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada|Trastornos delirantes
Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Enfermedad cardiaca y renal crónica hipertensiva sin insuficiencia cardiaca, con enfermedad renal crónica en estadio 1 a 4 o enfermedad renal crónica no especificada|Esquizofrenia
Enfermedad cardiaca y renal crónica hipertensiva sin insuficiencia cardiaca, con enfermedad renal crónica en estadio 1 a 4 o enfermedad renal crónica no especificada|Otros tipos de esquizofrenia
Enfermedad cardiaca y renal crónica hipertensiva sin insuficiencia cardiaca, con enfermedad renal crónica en estadio 1 a 4 o enfermedad renal crónica no especificada|Trastornos delirantes
Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y con enfermedad renal crónica en estadio 5 o con enfermedad renal en estadio terminal|Otros tipos de esquizofrenia
Crisis hipertensiva, no especificada|Trastornos esquizoafectivos
Angina inestable|Otros tipos de esquizofrenia
Angina inestable|Trastornos delirantes
Angina de pecho, no especificada|Esquizofrenia
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de arteria coronaria descendente anterior|Trastornos esquizoafectivos
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de otra arteria coronaria de la cara anterior|Otros tipos de esquizofrenia
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de arteria coronaria derecha|Esquizofrenia
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de otra arteria coronaria de cara inferior|Esquizofrenia
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) con implicación de otra arteria coronaria de cara inferior|Trastornos delirantes
Infarto agudo de miocardio con elevación de ST (IAMCEST) (IMEST) (STEMI) de localización no especificada|Otros tipos de esquizofrenia
Infarto agudo de miocardio sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI) |Esquizofrenia
Infarto agudo de miocardio sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI) |Otros tipos de esquizofrenia
Infarto agudo de miocardio subsiguiente con elevación de ST (IAMCEST) (IMEST) (STEMI) de localización no especificada|Esquizofrenia
Síndrome de Dressler|Esquizofrenia
Síndrome de Dressler|Otros tipos de esquizofrenia
Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho|Esquizofrenia
Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho|Otros tipos de esquizofrenia
Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho|Trastornos delirantes
Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho|Trastornos esquizoafectivos
Enfermedad cardiaca aterosclerótica de arteria coronaria nativa con angina de pecho inestable|Esquizofrenia
Infarto de miocardio antiguo|Esquizofrenia
Infarto de miocardio antiguo|Otros tipos de esquizofrenia
Infarto de miocardio antiguo|Trastornos delirantes
Infarto de miocardio antiguo|Trastorno psicótico breve
Infarto de miocardio antiguo|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Aneurisma de corazón|Otros tipos de esquizofrenia
Aneurisma de arteria coronaria|Esquizofrenia
Miocardiopatía isquémica|Otros tipos de esquizofrenia
Miocardiopatía isquémica|Trastornos delirantes
Miocardiopatía isquémica|Trastorno psicótico breve
Miocardiopatía isquémica|Trastorno esquizoide de personalidad
Oclusión total crónica de arteria coronaria|Esquizofrenia
Oclusión total crónica de arteria coronaria|Otros tipos de esquizofrenia
Aterosclerosis coronaria debida a lesión coronaria calcificada|Trastornos esquizoafectivos
Enfermedad isquémica crónica cardiaca, no especificada|Esquizofrenia
Enfermedad isquémica crónica cardiaca, no especificada|Otros tipos de esquizofrenia
Enfermedad isquémica crónica cardiaca, no especificada|Trastornos delirantes
Enfermedad isquémica crónica cardiaca, no especificada|Trastorno psicótico breve
Enfermedad isquémica crónica cardiaca, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Embolia pulmonar séptica sin cor pulmonale agudo|Trastorno esquizoide de personalidad
Otra embolia pulmonar sin cor pulmonale agudo|Esquizofrenia
Otra embolia pulmonar sin cor pulmonale agudo|Otros tipos de esquizofrenia
Otra embolia pulmonar sin cor pulmonale agudo|Trastornos delirantes
Otra embolia pulmonar sin cor pulmonale agudo|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hipertensión pulmonar primaria|Esquizofrenia
Otra hipertensión pulmonar secundaria|Esquizofrenia
Otra hipertensión pulmonar secundaria|Otros tipos de esquizofrenia
Otra hipertensión pulmonar secundaria|Trastornos delirantes
Otra hipertensión pulmonar secundaria|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Cor pulmonale (crónico)|Esquizofrenia
Cor pulmonale (crónico)|Otros tipos de esquizofrenia
Cor pulmonale (crónico)|Trastornos delirantes
Cor pulmonale (crónico)|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Pericarditis aguda, no especificada|Otros tipos de esquizofrenia
Derrame pericárdico (no inflamatorio)|Esquizofrenia
Derrame pericárdico (no inflamatorio)|Trastornos delirantes
Taponamiento cardiaco|Otros tipos de esquizofrenia
Enfermedades del pericardio, no especificadas|Otros tipos de esquizofrenia
Endocarditis infecciosa aguda y subaguda|Esquizofrenia
Insuficiencia (de la válvula) mitral no reumática|Esquizofrenia
Insuficiencia (de la válvula) mitral no reumática|Otros tipos de esquizofrenia
Insuficiencia (de la válvula) mitral no reumática|Trastornos delirantes
Insuficiencia (de la válvula) mitral no reumática|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Prolapso (de la válvula) mitral no reumático|Esquizofrenia
Estenosis (de la válvula) aórtica no reumática|Esquizofrenia
Estenosis (de la válvula) aórtica no reumática|Otros tipos de esquizofrenia
Estenosis (de la válvula) aórtica no reumática|Trastornos delirantes
Estenosis con insuficiencia (de la válvula) aórtica no reumática|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otros trastornos de válvula aórtica no reumáticos|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Estenosis (de la válvula) tricuspídea no reumática|Otros tipos de esquizofrenia
Miocardiopatía dilatada|Esquizofrenia
Miocardiopatía dilatada|Trastornos delirantes
Miocardiopatía dilatada|Trastornos esquizoafectivos
Miocardiopatía hipertrófica obstructiva|Otros tipos de esquizofrenia
Miocardiopatía hipertrófica obstructiva|Trastorno psicótico breve
Fibroelastosis endocárdica|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otras miocardiopatías restrictivas|Otros tipos de esquizofrenia
Otras miocardiopatías restrictivas|Trastornos delirantes
Bloqueo auriculoventricular, primer grado|Trastornos delirantes
Bloqueo auriculoventricular, completo|Esquizofrenia
Bloqueo auriculoventricular, completo|Trastornos delirantes
Bloqueo auriculoventricular, completo|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Bloqueo auriculoventricular no especificado|Otros tipos de esquizofrenia
Bloqueo fascicular anterior izquierdo|Otros tipos de esquizofrenia
Bloqueo de rama izquierda, no especificado|Trastornos delirantes
Bloqueo de rama derecha no especificado|Otros tipos de esquizofrenia
Bloqueo de rama derecha no especificado|Trastornos delirantes
Parada cardiaca debida a otra afección subyacente|Esquizofrenia
Paro cardiaco, causa no especificada|Esquizofrenia
Paro cardiaco, causa no especificada|Otros tipos de esquizofrenia
Taquicardia supraventricular|Esquizofrenia
Taquicardia supraventricular|Otros tipos de esquizofrenia
Taquicardia ventricular|Otros tipos de esquizofrenia
Taquicardia ventricular|Trastornos delirantes
Taquicardia ventricular|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Taquicardia paroxística, no especificada|Otros tipos de esquizofrenia
Fibrilación paroxística auricular|Esquizofrenia
Fibrilación paroxística auricular|Trastorno esquizotípico
Fibrilación paroxística auricular|Trastornos delirantes
Fibrilación paroxística auricular|Trastornos esquizoafectivos
Fibrilación paroxística auricular|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Fibrilación auricular crónica|Esquizofrenia
Fibrilación auricular crónica|Trastornos delirantes
Fibrilación auricular crónica|Trastornos esquizoafectivos
Fibrilación auricular crónica|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Fibrilación auricular no especificada|Esquizofrenia
Fibrilación auricular no especificada|Otros tipos de esquizofrenia
Fibrilación auricular no especificada|Trastornos delirantes
Fibrilación auricular no especificada|Trastorno psicótico breve
Fibrilación auricular no especificada|Trastornos esquizoafectivos
Fibrilación auricular no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Flutter auricular no especificado|Otros tipos de esquizofrenia
Otros tipos de despolarización prematura|Trastornos delirantes
Síndrome del seno enfermo|Trastornos delirantes
Otras arritmias cardiacas especificadas|Otros tipos de esquizofrenia
Otras arritmias cardiacas especificadas|Trastornos delirantes
Arritmia cardiaca, no especificada|Otros tipos de esquizofrenia
Insuficiencia ventricular izquierda, no especificada|Otros tipos de esquizofrenia
Insuficiencia ventricular izquierda, no especificada|Trastornos delirantes
Insuficiencia cardiaca sistólica (congestiva), no especificada|Otros tipos de esquizofrenia
Insuficiencia cardiaca sistólica (congestiva), no especificada|Trastornos delirantes
Insuficiencia cardiaca sistólica (congestiva), crónica|Trastornos delirantes
Insuficiencia cardiaca sistólica (congestiva), aguda sobre crónica|Esquizofrenia
Insuficiencia cardiaca diastólica (congestiva), no especificada|Esquizofrenia
Insuficiencia cardiaca diastólica (congestiva), no especificada|Otros tipos de esquizofrenia
Insuficiencia cardiaca diastólica (congestiva), no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Insuficiencia cardiaca, no especificada|Esquizofrenia
Insuficiencia cardiaca, no especificada|Otros tipos de esquizofrenia
Insuficiencia cardiaca, no especificada|Trastornos delirantes
Insuficiencia cardiaca, no especificada|Trastornos esquizoafectivos
Insuficiencia cardiaca, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Rotura de cuerdas tendinosas, no clasificada bajo otro concepto|Otros tipos de esquizofrenia
Cardiomegalia|Otros tipos de esquizofrenia
Otras enfermedades mal definidas cardiacas|Esquizofrenia
Otras enfermedades mal definidas cardiacas|Otros tipos de esquizofrenia
Otras enfermedades mal definidas cardiacas|Trastornos delirantes
Hemorragia subaracnoidea no traumática de arteria cerebral media izquierda|Esquizofrenia
Hemorragia subaracnoidea no traumática, no especificada|Otros tipos de esquizofrenia
